# id:1--2--1 
-0.31,-0.68,0.9903420096143
0.08,0.38,-0.056515894332291
0.07,0.26,-0.54537295085642
-0.39,-0.19,0.22999694289229
0.58,-0.39,-0.42355612161867
-0.92,0.66,-2.1629636532377
-0.37,-0.3,0.23447009393935
0.04,-0.83,0.56042805271423
0.37,0.21,-0.64344708368712
-0.66,0.36,-1.4784204996089
0.02,-0.5,0.28086769841409
-0.83,0.98,-2.7078980243753
0.22,0.25,-0.17109560445933
0.4,0.82,-1.3684207946376
0.43,0.4,-0.78482331251012
0.86,-0.88,-0.37798202569065
0.72,-0.06,-1.0229629373137
0.51,-0.21,-0.37041565358134
-0.8,-0.89,-0.099679172610774
0.6,0.78,-1.4466354215992
-0.28,0.68,-0.82186043618115
0.44,0.36,-0.84352221160627
-0.62,-0.53,-0.034826480511765
0.54,0.75,-1.4445840917561
0.68,0.89,-1.7497984132621
0.11,-0.3,0.17562232308421
-0.62,0.29,-1.2500716529354
-0.32,0.61,-1.0058054678404
-0.47,-0.93,0.29987265469984
0.42,0.97,-1.5809164509943
0.48,0.28,-0.78951241583091
-0.92,0.19,-2.0297684880428
-0.78,0.59,-1.7339339728304
0.98,-0.58,-1.1136608129794
0.71,0.58,-1.9108010692519
-0.8,-0.57,-0.71160256464366
0.26,0.64,-0.80505722608607
0.8,0.64,-1.7702112210536
-0.89,0.33,-1.7390883721813
0.39,0.79,-0.8760679808048
0.22,-0.51,0.53375047961158
-0.51,0.61,-1.3236931360511
0.78,0.17,-1.4061843089191
0.22,-0.7,0.47347465452313
0.25,-0.36,-0.12462493286334
-0.73,-0.28,-0.76789807179776
0.92,-0.64,-1.2150344112672
0.92,-0.86,-0.94600615388674
0.95,0.89,-2.6110603823179
-0.44,0.66,-1.0226387674563
0.47,-0.24,-0.11868893064471
-0.92,-0.28,-1.2134774286416
-0.6,0.88,-1.4597822784991
-0.64,-0.49,-0.23201718181711
0.21,0.75,-0.84965606202064
-0.7,-0.57,-0.46258555252745
-0.77,-0.21,-1.0055459021725
-0.97,-1,-0.73950556149357
0.97,0.25,-1.9237987708017
-0.69,0.21,-1.2364987515872
0.89,-0.41,-1.0254206117341
0.93,0.81,-2.6261431017824
-0.05,0.84,-1.0153503554892
0.95,-0.1,-1.9987102864791
0.73,-0.49,-0.88811134664122
-0.45,0.2,-0.5938169456737
0.27,-0.37,0.33244568945608
0.92,0.67,-2.513748045394
-0.49,-0.73,0.23807051125247
-0.82,0.72,-1.9293893963243
-0.99,-0.52,-1.5036078431682
-0.86,-0.75,-1.1319660651031
0.27,-0.82,0.56453059611595
-0.74,0.24,-1.3447724775227
0.43,-0.43,0.27186839905759
-0.56,0.32,-0.85555448939299
0.16,-0.63,0.50068452042439
0.13,-0.9,0.66885511111219
-0.79,0.08,-1.5580406512432
0,0.95,-1.117359859493
0.59,0.56,-1.1794273452171
0.14,-0.15,0.56087219612308
-0.82,0.06,-1.2170221282925
-0.48,-0.31,-0.086322068213753
0.33,-0.3,-0.1164004744343
-0.59,0.35,-1.0018059572526
0.18,-0.45,0.46977339308917
0.61,-0.55,-0.11890207406455
-0.27,0.87,-1.4232338612386
0.69,-0.84,-0.4380591616196
-0.56,-0.87,0.37776238981441
0.49,0.6,-1.2823088095173
-0.49,-0.39,-0.17718693204992
0.71,-0.28,-0.38813357984477
0.69,-0.29,-0.24773172614736
-0.34,0.27,-0.27086502465852
-0.74,0.81,-1.7176150633622
-0.88,-0.55,-0.92978213246566
-0.14,-0.35,0.32242940051767
0.15,-0.81,0.64963487621948
0.35,0.56,-1.0615893449168
0.55,-0.47,0.18765934295323
-0.89,0.15,-1.8561272373102
-0.02,-0.15,0.29704868022556
0.01,-0.33,0.32021346409611
0.01,0.45,-0.34885974690376
-0.19,-0.5,0.51394623746519
0.05,0.33,-0.35678778657807
0.11,-0.24,0.033417627132774
-0.96,-0.2,-1.4649416064229
0.48,-0.29,0.11085114158741
-0.93,0.75,-2.9008107914141
-0.49,-0.81,0.32347469190078
-0.81,0.38,-1.7929698131165
-0.16,0.35,-0.27152617989238
0.57,-0.81,0.178834241194
-0.1,0.11,-0.2098792808847
-0.28,0.01,-0.43496095136707
-0.74,0.71,-1.9397368556196
0.86,0.27,-1.7096053662461
-0.62,-0.13,-0.58876000076206
-0.28,0.19,-0.52220905929582
0.37,0.78,-1.0063238609205
-0.48,-0.52,0.12630754010154
-0.46,-0.44,-0.18116206137857
0.29,-0.99,0.80914920197022
0.28,0.36,-0.67751592182089
0.76,0.8,-1.7258288383557
0.56,0.96,-1.9632577475458
0.17,-0.6,0.51423536363936
0.3,-0.27,0.094941515940072
-0.4,-0.81,1.0320071285595
0.85,0.32,-1.9418262829806
0.21,-0.9,0.78433633098476
0.03,0.07,0.013369810193253
0.38,0.41,-0.61254100164683
0.95,-0.9,-0.7042456797397
-0.4,0.32,-1.0345199544451
0.89,0.12,-1.485344008855
0.8,-0.58,-0.71772066940215
0.69,0.09,-1.1773723374223
-0.57,-0.03,-0.70067693369793
-0.56,-0.81,-0.032596175132867
-0.24,-1,0.78284592617613
-0.86,0.94,-2.076422467294
-0.59,0.45,-1.1549977500225
-0.33,0.01,-0.48294167378985
0.65,-0.49,-0.21045916806033
-0.67,-0.14,-1.0270899993935
-0.38,0.36,-0.67585360807459
0.93,-1,-0.88312777111476
-0.23,0.88,-0.83839537755085
-0.9,0.38,-1.9675243932291
0.19,1,-0.90624335557603
-0.5,-0.01,-0.46146063728761
-0.59,-0.82,0.16942658192066
-0.93,-0.15,-1.7753141065235
0.16,-0.48,0.55726945974998
0.04,0.92,-0.95728137096446
-0.48,0.19,-0.62369943490383
0.85,-0.07,-1.5028167407062
-0.36,-0.48,0.063723241454431
0.95,-0.72,-1.0176484436893
0.03,-0.73,0.80202806021931
0.14,0.66,-0.55173632735894
0.63,0.07,-1.0243393156483
0.66,-0.6,-0.045725833824684
-0.06,0.77,-0.70446362662023
0.78,-0.87,-0.42570763141147
0.76,-0.73,-0.30732843612834
0.12,-0.84,0.80303411232028
-0.54,0.19,-0.75755891959658
0.02,0.62,-0.69566338050385
0.71,-0.94,-0.29244956907846
0.54,-0.77,-0.2160349499222
